ID,Parameter_ID,Name,Description
ARW50-0,ARW50,0,No
ARW50-1,ARW50,1,Yes
ARW50-NK,ARW50,?,Not known
ARW51-0,ARW51,0,No
ARW51-1,ARW51,1,Yes
ARW51-NK,ARW51,?,Not known
ARW52-0,ARW52,0,No
ARW52-1,ARW52,1,Yes
ARW52-NK,ARW52,?,Not known
ARW53-0,ARW53,0,No
ARW53-1,ARW53,1,Yes
ARW53-NK,ARW53,?,Not known
ARW54-0,ARW54,0,No
ARW54-1,ARW54,1,Yes
ARW54-NK,ARW54,?,Not known
ARW55-0,ARW55,0,No
ARW55-1,ARW55,1,Yes
ARW55-NK,ARW55,?,Not known
ARW56-0,ARW56,0,No
ARW56-1,ARW56,1,Yes
ARW56-NK,ARW56,?,Not known
ARW57-0,ARW57,0,No
ARW57-1,ARW57,1,Yes
ARW57-NK,ARW57,?,Not known
ARW58-0,ARW58,0,No
ARW58-1,ARW58,1,Yes
ARW58-NK,ARW58,?,Not known
ARW59-0,ARW59,0,No
ARW59-1,ARW59,1,Yes
ARW59-NK,ARW59,?,Not known
ARW6-0,ARW6,0,No
ARW6-1,ARW6,1,Yes
ARW6-NK,ARW6,?,Not known
ARW60-0,ARW60,0,No
ARW60-1,ARW60,1,Yes
ARW60-NK,ARW60,?,Not known
ARW61-0,ARW61,0,No
ARW61-1,ARW61,1,Yes
ARW61-NK,ARW61,?,Not known
ARW62-0,ARW62,0,No
ARW62-1,ARW62,1,Yes
ARW62-NK,ARW62,?,Not known
ARW63-0,ARW63,0,No
ARW63-1,ARW63,1,Yes
ARW63-NK,ARW63,?,Not known
ARW64-0,ARW64,0,No
ARW64-1,ARW64,1,Yes
ARW64-NK,ARW64,?,Not known
ARW65-0,ARW65,0,No
ARW65-1,ARW65,1,Yes
ARW65-NK,ARW65,?,Not known
ARW66-0,ARW66,0,No
ARW66-1,ARW66,1,Yes
ARW66-NK,ARW66,?,Not known
ARW67-0,ARW67,0,No
ARW67-1,ARW67,1,Yes
ARW67-NK,ARW67,?,Not known
ARW68-0,ARW68,0,No
ARW68-1,ARW68,1,Yes
ARW68-NK,ARW68,?,Not known
ARW69-0,ARW69,0,No
ARW69-1,ARW69,1,Yes
ARW69-NK,ARW69,?,Not known
ARW7-0,ARW7,0,No
ARW7-1,ARW7,1,Yes
ARW7-NK,ARW7,?,Not known
ARW70-0,ARW70,0,No
ARW70-1,ARW70,1,Yes
ARW70-NK,ARW70,?,Not known
ARW71-0,ARW71,0,No
ARW71-1,ARW71,1,Yes
ARW71-NK,ARW71,?,Not known
ARW72-0,ARW72,0,No
ARW72-1,ARW72,1,Yes
ARW72-NK,ARW72,?,Not known
ARW73-0,ARW73,0,No
ARW73-1,ARW73,1,Yes
ARW73-NK,ARW73,?,Not known
ARW8-0,ARW8,0,No
ARW8-1,ARW8,1,Yes
ARW8-NK,ARW8,?,Not known
ARW9-0,ARW9,0,No
ARW9-1,ARW9,1,Yes
ARW9-NK,ARW9,?,Not known
FFQ1-NK,FFQ1,?,not known
FFQ1-N,FFQ1,N,no
FFQ1-Y,FFQ1,Y,yes
FFQ10-NK,FFQ10,?,not known
FFQ10-N,FFQ10,N,no
FFQ10-Y,FFQ10,Y,yes
FFQ11-NK,FFQ11,?,not known
FFQ11-N,FFQ11,N,no
FFQ11-Y,FFQ11,Y,yes
FFQ12-NK,FFQ12,?,not known
FFQ12-N,FFQ12,N,no
FFQ12-Y,FFQ12,Y,yes
FFQ13-NK,FFQ13,?,not known
FFQ13-N,FFQ13,N,no
FFQ13-Y,FFQ13,Y,yes
FFQ14-NK,FFQ14,?,not known
FFQ14-N,FFQ14,N,no
FFQ14-Y,FFQ14,Y,yes
FFQ15-NK,FFQ15,?,Not known
FFQ15-A,FFQ15,A,small (0-4)
FFQ15-B,FFQ15,B,medium (5-6)
FFQ15-C,FFQ15,C,large (7 and higher)
FFQ16-NK,FFQ16,?,not known
FFQ16-N,FFQ16,N,no
FFQ16-Y,FFQ16,Y,yes
FFQ17-NK,FFQ17,?,not known
FFQ17-N,FFQ17,N,no
FFQ17-Y,FFQ17,Y,yes
FFQ18-NK,FFQ18,?,not known
FFQ18-N,FFQ18,N,no
FFQ18-Y,FFQ18,Y,yes
FFQ19-NK,FFQ19,?,not known
FFQ19-N,FFQ19,N,no
FFQ19-Y,FFQ19,Y,yes
FFQ2-NK,FFQ2,?,not known
FFQ2-N,FFQ2,N,no
FFQ2-Y,FFQ2,Y,yes
FFQ20-NK,FFQ20,?,not known
FFQ20-N,FFQ20,N,no
FFQ20-Y,FFQ20,Y,yes
FFQ21-NK,FFQ21,?,Not known
FFQ21-A,FFQ21,A,AN
FFQ21-B,FFQ21,B,variable
FFQ21-C,FFQ21,C,NA
FFQ22-NK,FFQ22,?,not known
FFQ22-N,FFQ22,N,no
FFQ22-Y,FFQ22,Y,yes
FFQ23-NK,FFQ23,?,not known
FFQ23-N,FFQ23,N,no
FFQ23-Y,FFQ23,Y,yes
FFQ3-NK,FFQ3,?,not known
FFQ3-N,FFQ3,N,no
FFQ3-Y,FFQ3,Y,yes
FFQ4-NK,FFQ4,?,not known
FFQ4-N,FFQ4,N,no
FFQ4-Y,FFQ4,Y,yes
FFQ5-NK,FFQ5,?,not known
FFQ5-N,FFQ5,N,no
FFQ5-Y,FFQ5,Y,yes
FFQ6-NK,FFQ6,?,not known
FFQ6-N,FFQ6,N,no
FFQ6-Y,FFQ6,Y,yes
FFQ7-NK,FFQ7,?,not known
FFQ7-N,FFQ7,N,no
FFQ7-Y,FFQ7,Y,yes
FFQ8-NK,FFQ8,?,Not known
FFQ8-A,FFQ8,A,0
FFQ8-B,FFQ8,B,1
FFQ8-C,FFQ8,C,>1
FFQ9-NK,FFQ9,?,Not known
FFQ9-A,FFQ9,A,< One third of consonants
FFQ9-B,FFQ9,B,Between one third and two thirds
FFQ9-C,FFQ9,C,> More thean two thirds
ICS1-0,ICS1,0,No
ICS1-1,ICS1,1,Yes
ICS1-NK,ICS1,?,Not known
ICS10-0,ICS10,0,No
ICS10-1,ICS10,1,Yes
ICS10-NK,ICS10,?,Not known
ICS11-0,ICS11,0,No
ICS11-1,ICS11,1,Yes
ICS11-NK,ICS11,?,Not known
ICS12-0,ICS12,0,No
ICS12-1,ICS12,1,Yes
ICS12-NK,ICS12,?,Not known
ICS13-0,ICS13,0,No
ICS13-1,ICS13,1,Yes
ICS13-NK,ICS13,?,Not known
ICS14-0,ICS14,0,No
ICS14-1,ICS14,1,Yes
ICS14-NK,ICS14,?,Not known
ICS15-0,ICS15,0,No
ICS15-1,ICS15,1,Yes
ICS15-NK,ICS15,?,Not known
ICS16-0,ICS16,0,No
ICS16-1,ICS16,1,Yes
ICS16-NK,ICS16,?,Not known
ICS17-0,ICS17,0,No
ICS17-1,ICS17,1,Yes
ICS17-NK,ICS17,?,Not known
ICS18-0,ICS18,0,No
ICS18-1,ICS18,1,Yes
ICS18-NK,ICS18,?,Not known
ICS19-0,ICS19,0,No
ICS19-1,ICS19,1,Yes
ICS19-NK,ICS19,?,Not known
ICS2-0,ICS2,0,No
ICS2-1,ICS2,1,Yes
ICS2-NK,ICS2,?,Not known
ICS20-0,ICS20,0,No
ICS20-1,ICS20,1,Yes
ICS20-NK,ICS20,?,Not known
ICS21-0,ICS21,0,No
ICS21-1,ICS21,1,Yes
ICS21-NK,ICS21,?,Not known
ICS22-0,ICS22,0,No
ICS22-1,ICS22,1,Yes
ICS22-NK,ICS22,?,Not known
ICS23-0,ICS23,0,No
ICS23-1,ICS23,1,Yes
ICS23-NK,ICS23,?,Not known
ICS24-0,ICS24,0,No
ICS24-1,ICS24,1,Yes
ICS24-NK,ICS24,?,Not known
ICS25-0,ICS25,0,No
ICS25-1,ICS25,1,Yes
ICS25-NK,ICS25,?,Not known
ICS26-0,ICS26,0,No
ICS26-1,ICS26,1,Yes
ICS26-NK,ICS26,?,Not known
ICS27-0,ICS27,0,No
ICS27-1,ICS27,1,Yes
ICS27-NK,ICS27,?,Not known
ICS28-0,ICS28,0,No
ICS28-1,ICS28,1,Yes
ICS28-NK,ICS28,?,Not known
ICS29-0,ICS29,0,No
ICS29-1,ICS29,1,Yes
ICS29-NK,ICS29,?,Not known
ICS3-0,ICS3,0,No
ICS3-1,ICS3,1,Yes
ICS3-NK,ICS3,?,Not known
ICS30-0,ICS30,0,No
ICS30-1,ICS30,1,Yes
ICS30-NK,ICS30,?,Not known
ICS31-0,ICS31,0,No
ICS31-1,ICS31,1,Yes
ICS31-NK,ICS31,?,Not known
ICS32-0,ICS32,0,No
ICS32-1,ICS32,1,Yes
ICS32-NK,ICS32,?,Not known
ICS33-0,ICS33,0,No
ICS33-1,ICS33,1,Yes
ICS33-NK,ICS33,?,Not known
ICS34-0,ICS34,0,No
ICS34-1,ICS34,1,Yes
ICS34-NK,ICS34,?,Not known
ICS35-0,ICS35,0,No
ICS35-1,ICS35,1,Yes
ICS35-NK,ICS35,?,Not known
ICS36-0,ICS36,0,No
ICS36-1,ICS36,1,Yes
ICS36-NK,ICS36,?,Not known
ICS37-0,ICS37,0,No
ICS37-1,ICS37,1,Yes
ICS37-NK,ICS37,?,Not known
ICS38-0,ICS38,0,No
ICS38-1,ICS38,1,Yes
ICS38-NK,ICS38,?,Not known
ICS39-0,ICS39,0,No
ICS39-1,ICS39,1,Yes
ICS39-NK,ICS39,?,Not known
ICS4-0,ICS4,0,No
ICS4-1,ICS4,1,Yes
ICS4-NK,ICS4,?,Not known
ICS40-0,ICS40,0,No
ICS40-1,ICS40,1,Yes
ICS40-NK,ICS40,?,Not known
ICS41-0,ICS41,0,No
ICS41-1,ICS41,1,Yes
ICS41-NK,ICS41,?,Not known
ICS42-0,ICS42,0,No
ICS42-1,ICS42,1,Yes
ICS42-NK,ICS42,?,Not known
ICS43-0,ICS43,0,No
ICS43-1,ICS43,1,Yes
ICS43-NK,ICS43,?,Not known
ICS44-0,ICS44,0,No
ICS44-1,ICS44,1,Yes
ICS44-NK,ICS44,?,Not known
ICS5-0,ICS5,0,No
ICS5-1,ICS5,1,Yes
ICS5-NK,ICS5,?,Not known
ICS6-0,ICS6,0,No
ICS6-1,ICS6,1,Yes
ICS6-NK,ICS6,?,Not known
ICS7-0,ICS7,0,No
ICS7-1,ICS7,1,Yes
ICS7-NK,ICS7,?,Not known
ICS8-0,ICS8,0,No
ICS8-1,ICS8,1,Yes
ICS8-NK,ICS8,?,Not known
ICS9-0,ICS9,0,No
ICS9-1,ICS9,1,Yes
ICS9-NK,ICS9,?,Not known
ICU1-0,ICU1,0,No
ICU1-1,ICU1,1,Yes
ICU1-NK,ICU1,?,Not known
ICU10-0,ICU10,0,No
ICU10-1,ICU10,1,Yes
ICU10-NK,ICU10,?,Not known
ICU11-0,ICU11,0,No
ICU11-1,ICU11,1,Yes
ICU11-NK,ICU11,?,Not known
ICU12-0,ICU12,0,No
ICU12-1,ICU12,1,Yes
ICU12-NK,ICU12,?,Not known
ICU13-0,ICU13,0,No
ICU13-1,ICU13,1,Yes
ICU13-NK,ICU13,?,Not known
ICU14-0,ICU14,0,No
ICU14-1,ICU14,1,Yes
ICU14-NK,ICU14,?,Not known
ICU15-0,ICU15,0,No
ICU15-1,ICU15,1,Yes
ICU15-NK,ICU15,?,Not known
ICU16-0,ICU16,0,No
ICU16-1,ICU16,1,Yes
ICU16-NK,ICU16,?,Not known
ICU17-0,ICU17,0,No
ICU17-1,ICU17,1,Yes
ICU17-NK,ICU17,?,Not known
ICU18-0,ICU18,0,No
ICU18-1,ICU18,1,Yes
ICU18-NK,ICU18,?,Not known
ICU19-0,ICU19,0,No
ICU19-1,ICU19,1,Yes
ICU19-NK,ICU19,?,Not known
ICU2-0,ICU2,0,No
ICU2-1,ICU2,1,Yes
ICU2-NK,ICU2,?,Not known
ICU20-0,ICU20,0,No
ICU20-1,ICU20,1,Yes
ICU20-NK,ICU20,?,Not known
ICU21-0,ICU21,0,No
ICU21-1,ICU21,1,Yes
ICU21-NK,ICU21,?,Not known
ICU22-0,ICU22,0,No
ICU22-1,ICU22,1,Yes
ICU22-NK,ICU22,?,Not known
ICU23-0,ICU23,0,No
ICU23-1,ICU23,1,Yes
ICU23-NK,ICU23,?,Not known
ICU24-0,ICU24,0,No
ICU24-1,ICU24,1,Yes
ICU24-NK,ICU24,?,Not known
ICU25-0,ICU25,0,No
ICU25-1,ICU25,1,Yes
ICU25-NK,ICU25,?,Not known
ICU26-0,ICU26,0,No
ICU26-1,ICU26,1,Yes
ICU26-NK,ICU26,?,Not known
ICU27-0,ICU27,0,No
ICU27-1,ICU27,1,Yes
ICU27-NK,ICU27,?,Not known
ICU28-0,ICU28,0,No
ICU28-1,ICU28,1,Yes
ICU28-NK,ICU28,?,Not known
ICU29-0,ICU29,0,No
ICU29-1,ICU29,1,Yes
ICU29-NK,ICU29,?,Not known
ICU3-0,ICU3,0,No
ICU3-1,ICU3,1,Yes
ICU3-NK,ICU3,?,Not known
ICU30-0,ICU30,0,No
ICU30-1,ICU30,1,Yes
ICU30-NK,ICU30,?,Not known
ICU31-0,ICU31,0,No
ICU31-1,ICU31,1,Yes
ICU31-NK,ICU31,?,Not known
ICU32-0,ICU32,0,No
ICU32-1,ICU32,1,Yes
ICU32-NK,ICU32,?,Not known
ICU33-0,ICU33,0,No
ICU33-1,ICU33,1,Yes
ICU33-NK,ICU33,?,Not known
ICU34-0,ICU34,0,No
ICU34-1,ICU34,1,Yes
ICU34-NK,ICU34,?,Not known
ICU35-0,ICU35,0,No
ICU35-1,ICU35,1,Yes
ICU35-NK,ICU35,?,Not known
ICU36-0,ICU36,0,No
ICU36-1,ICU36,1,Yes
ICU36-NK,ICU36,?,Not known
ICU37-0,ICU37,0,No
ICU37-1,ICU37,1,Yes
ICU37-NK,ICU37,?,Not known
ICU38-0,ICU38,0,No
ICU38-1,ICU38,1,Yes
ICU38-NK,ICU38,?,Not known
ICU39-0,ICU39,0,No
ICU39-1,ICU39,1,Yes
ICU39-NK,ICU39,?,Not known
ICU4-0,ICU4,0,No
ICU4-1,ICU4,1,Yes
ICU4-NK,ICU4,?,Not known
ICU40-0,ICU40,0,No
ICU40-1,ICU40,1,Yes
ICU40-NK,ICU40,?,Not known
ICU41-0,ICU41,0,No
ICU41-1,ICU41,1,Yes
ICU41-NK,ICU41,?,Not known
ICU42-0,ICU42,0,No
ICU42-1,ICU42,1,Yes
ICU42-NK,ICU42,?,Not known
ICU43-0,ICU43,0,No
ICU43-1,ICU43,1,Yes
ICU43-NK,ICU43,?,Not known
ICU44-0,ICU44,0,No
ICU44-1,ICU44,1,Yes
ICU44-NK,ICU44,?,Not known
ICU45-0,ICU45,0,No
ICU45-1,ICU45,1,Yes
ICU45-NK,ICU45,?,Not known
ICU46-0,ICU46,0,No
ICU46-1,ICU46,1,Yes
ICU46-NK,ICU46,?,Not known
ICU5-0,ICU5,0,No
ICU5-1,ICU5,1,Yes
ICU5-NK,ICU5,?,Not known
ICU6-0,ICU6,0,No
ICU6-1,ICU6,1,Yes
ICU6-NK,ICU6,?,Not known
ICU7-0,ICU7,0,No
ICU7-1,ICU7,1,Yes
ICU7-NK,ICU7,?,Not known
ICU8-0,ICU8,0,No
ICU8-1,ICU8,1,Yes
ICU8-NK,ICU8,?,Not known
ICU9-0,ICU9,0,No
ICU9-1,ICU9,1,Yes
ICU9-NK,ICU9,?,Not known
NP1-NK,NP1,?,Not known
NP1-BOTH,NP1,BOTH,both orders with neither order dominant
NP1-SV,NP1,SV,
NP1-VS,NP1,VS,
NP10-0,NP10,0,no
NP10-1,NP10,1,yes
NP10-NK,NP10,?,Not known
NP1010-0,NP1010,0,no
NP1010-1,NP1010,1,yes
NP1010-NK,NP1010,?,Not known
NP1011-0,NP1011,0,no
NP1011-1,NP1011,1,yes
NP1011-NK,NP1011,?,Not known
NP1011-NA,NP1011,N/A,Not Applicable
NP1012-0,NP1012,0,no
NP1012-1,NP1012,1,yes
NP1012-NK,NP1012,?,Not known
NP1012-NA,NP1012,N/A,Not Applicable
NP1013-0,NP1013,0,no
NP1013-1,NP1013,1,yes
NP1013-NK,NP1013,?,Not known
NP1013-NA,NP1013,N/A,Not Applicable
NP1014-NK,NP1014,?,Not known
NP1014-A,NP1014,A,different
NP1014-B,NP1014,B,same
NP1014-C,NP1014,C,depends on the noun
NP1014-D,NP1014,D,there are no tense markers on verbs - nominal tense markers are (one of the) main means of tense marking
NP1014-NA,NP1014,N/A,Not Applicable
NP1015-NK,NP1015,?,Not known
NP1015-A,NP1015,A,not limited to certain nouns
NP1015-B,NP1015,B,limited to certain nouns
NP1015-NA,NP1015,N/A,Not Applicable
NP1020-0,NP1020,0,no
NP1020-1,NP1020,1,yes
NP1020-NK,NP1020,?,Not known
NP1021-0,NP1021,0,no
NP1021-1,NP1021,1,yes
NP1021-NK,NP1021,?,Not known
NP1021-NA,NP1021,N/A,Not Applicable
NP1022-0,NP1022,0,no
NP1022-1,NP1022,1,yes
NP1022-NK,NP1022,?,Not known
NP1022-NA,NP1022,N/A,Not Applicable
NP1023-NK,NP1023,?,Not known
NP1023-A,NP1023,A,different
NP1023-B,NP1023,B,same
NP1023-C,NP1023,C,depends on the noun
NP1023-D,NP1023,D,there are no tense markers on verbs - nominal tense markers are (one of the) main means of tense marking
NP1023-NA,NP1023,N/A,Not Applicable
NP1024-NK,NP1024,?,Not known
NP1024-A,NP1024,A,not limited to certain nouns
NP1024-B,NP1024,B,limited to certain nouns
NP1024-NA,NP1024,N/A,Not Applicable
NP11-0,NP11,0,no
NP11-1,NP11,1,yes
NP11-NK,NP11,?,Not known
NP110-NK,NP110,?,Not known
NP110-A,NP110,A,dem-N
NP110-B,NP110,B,N-dem
NP110-C,NP110,C,both orders with neither order dominant
NP110-D,NP110,D,both but for specific forms
NP110-E,NP110,E,both but depend on the characteristics of the nominal head
NP110-F,NP110,F,neither - demonstratives are not used adnominally
NP110-NA,NP110,N/A,not applicable
NP12-0,NP12,0,no
NP12-1,NP12,1,yes
NP12-NK,NP12,?,Not known
NP120-NK,NP120,?,Not known
NP120-A,NP120,A,num-N
NP120-B,NP120,B,N-num
NP120-C,NP120,C,both orders with neither order dominant
NP120-D,NP120,D,both but for specific forms
NP120-E,NP120,E,both but depend on the characteristics of the nominal head
NP120-F,NP120,F,"neither, numerals are not used adnominally"
NP13-1,NP13,1,interrogative-based indefinites (please mark if an element meaning 'also'is added)
NP13-2,NP13,2,Generic-noun-based indefinites
NP13-3,NP13,3,special indefinites
NP13-4,NP13,4,mixed indefinites
NP13-5,NP13,5,existential constructions
NP13-NK,NP13,?,Not known
NP130-NK,NP130,?,Not known
NP130-A,NP130,A,posser-possedN
NP130-B,NP130,B,possedN-posser
NP130-C,NP130,C,both orders with neither order dominant
NP130-D,NP130,D,both but for specific constructions
NP140-NK,NP140,?,Not known
NP140-A,NP140,A,adj-N
NP140-B,NP140,B,N-adj
NP140-C,NP140,C,both orders with neither order dominant
NP140-D,NP140,D,both but for specific forms
NP140-E,NP140,E,both but depend on the characteristics of the nominal head
NP140-F,NP140,F,"neither, adjectives are not used adnominally"
NP150-NK,NP150,?,Not known
NP150-A,NP150,A,rel-N
NP150-B,NP150,B,N-rel
NP150-C,NP150,C,both orders with neither order dominant
NP150-D,NP150,D,both but for specific relative clauses
NP160-NK,NP160,?,Not known
NP160-A,NP160,A,adv-A
NP160-B,NP160,B,A-adv
NP160-C,NP160,C,language has other means to mark degree
NP2-NK,NP2,?,Not known
NP2-FREE,NP2,FREE,lacking a dominant word order
NP2-OSV,NP2,OSV,
NP2-OVS,NP2,OVS,
NP2-SOV,NP2,SOV,
NP2-SVO,NP2,SVO,
NP2-VOS,NP2,VOS,
NP2-VSO,NP2,VSO,
NP210-0,NP210,0,no
NP210-1,NP210,1,yes
NP210-NK,NP210,?,Not known
NP210-NA,NP210,N/A,not applicable
NP211-0,NP211,0,no
NP211-1,NP211,1,yes
NP211-NK,NP211,?,Not known
NP211-NA,NP211,N/A,not applicable
NP212-0,NP212,0,no
NP212-1,NP212,1,yes
NP212-NK,NP212,?,Not known
NP212-NA,NP212,N/A,not applicable
NP213-0,NP213,0,no
NP213-1,NP213,1,yes
NP213-NK,NP213,?,Not known
NP213-NA,NP213,N/A,not applicable
NP220-0,NP220,0,no
NP220-1,NP220,1,yes
NP220-NK,NP220,?,Not known
NP220-NA,NP220,N/A,not applicable
NP221-0,NP221,0,no
NP221-1,NP221,1,yes
NP221-NK,NP221,?,Not known
NP221-NA,NP221,N/A,not applicable
NP222-0,NP222,0,no
NP222-1,NP222,1,yes
NP222-NK,NP222,?,Not known
NP222-NA,NP222,N/A,not applicable
NP223-0,NP223,0,no
NP223-1,NP223,1,yes
NP223-NK,NP223,?,Not known
NP223-NA,NP223,N/A,not applicable
NP230-0,NP230,0,no
NP230-1,NP230,1,yes
NP230-NK,NP230,?,Not known
NP230-NA,NP230,N/A,not applicable
NP231-0,NP231,0,no
NP231-1,NP231,1,yes
NP231-NK,NP231,?,Not known
NP231-NA,NP231,N/A,not applicable
NP232-0,NP232,0,no
NP232-1,NP232,1,yes
NP232-NK,NP232,?,Not known
NP232-NA,NP232,N/A,not applicable
NP233-0,NP233,0,no
NP233-1,NP233,1,yes
NP233-NK,NP233,?,Not known
NP233-NA,NP233,N/A,not applicable
NP301-NK,NP301,?,Not known
NP301-A,NP301,A,no
NP301-B,NP301,B,numeral 'one' is used as an indefinite article
NP301-C,NP301,C,indefinite article in use distinct in realization from numeral for 'one'
NP302-NK,NP302,?,Not known
NP302-A,NP302,A,no
NP302-B,NP302,B,one of the demonstratives is used as a marker of definiteness
NP302-C,NP302,C,definiteness marker distinct in realization from a demonstrative
NP302-D,NP302,D,both demonstrative and a different definiteness marker in use with neither being dominant
NP303-NK,NP303,?,Not known
NP303-A,NP303,A,unrelated
NP303-B,NP303,B,related to proximate form of the demonstrative
NP303-C,NP303,C,related to medial form
NP303-D,NP303,D,related to distal form
NP303-E,NP303,E,3rd person pronouns are indicated by demonstratives
NP304-NK,NP304,?,Not known
NP304-A,NP304,A,DOS
NP304-B,NP304,B,POS
NP304-C,NP304,C,no distance constrast
NP304-NA,NP304,N/A,not applicable
NP305-0,NP305,0,0
NP305-1,NP305,1,1
NP305-2,NP305,2,2
NP305-3,NP305,3,3
NP305-4,NP305,4,4
NP305-5,NP305,5,5
NP305-NK,NP305,?,Not known
NP305-NA,NP305,N/A,not applicable
NP306-0,NP306,0,no
NP306-1,NP306,1,yes
NP306-NK,NP306,?,Not known
NP306-NA,NP306,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP307-0,NP307,0,no
NP307-1,NP307,1,yes
NP307-NK,NP307,?,Not known
NP307-NA,NP307,N/A,not applicable referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP308-0,NP308,0,no
NP308-1,NP308,1,yes
NP308-NK,NP308,?,Not known
NP308-NA,NP308,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP309-0,NP309,0,no
NP309-1,NP309,1,yes
NP309-NK,NP309,?,Not known
NP309-NA,NP309,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP310-0,NP310,0,no
NP310-1,NP310,1,yes
NP310-NK,NP310,?,Not known
NP310-NA,NP310,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP311-0,NP311,0,no
NP311-1,NP311,1,yes
NP311-NK,NP311,?,Not known
NP311-NA,NP311,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP312-0,NP312,0,no
NP312-1,NP312,1,yes
