ID,Parameter_ID,Name,Description
NP312-NK,NP312,?,Not known
NP312-NA,NP312,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP313-0,NP313,0,no
NP313-1,NP313,1,yes
NP313-NK,NP313,?,Not known
NP313-NA,NP313,N/A,not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded
NP314-NK,NP314,?,Not known
NP314-A,NP314,A,no
NP314-B,NP314,B,only proximate dem
NP314-C,NP314,C,only distal dem
NP314-D,NP314,D,all dem-s
NP314-NA,NP314,N/A,not applicable
NP315-0,NP315,0,no
NP315-1,NP315,1,yes
NP315-NK,NP315,?,Not known
NP315-NA,NP315,N/A,not applicable
NP316-NK,NP316,?,Not known
NP316-A,NP316,A,different root
NP316-B,NP316,B,same root but different inflectional markers
NP316-C,NP316,C,same root and same (or no) markers
NP316-D,NP316,D,both are used: different root and same root with different inflectional markers
NP316-E,NP316,E,both are used: different root and same root same (or no) inflectional markers
NP316-F,NP316,F,"demonstratives are not used adnominally, adverbial dem is in use"
NP317-0,NP317,0,false
NP317-2,NP317,2,
NP317-3,NP317,3,
NP317-4,NP317,4,
NP317-NK,NP317,?,Not known
NP317-NA,NP317,N/A,not applicable
NP4-0,NP4,0,no
NP4-1,NP4,1,yes
NP4-NK,NP4,?,Not known
NP401-NK,NP401,?,Not known
NP401-A,NP401,A,no
NP401-B,NP401,B,yes: POSR-pos.marker POSSD
NP401-C,NP401,C,yes: POSR pos.marker POSSD
NP401-D,NP401,D,yes: POSR-agr/w/posd POSSD
NP402-NK,NP402,?,Not known
NP402-A,NP402,A,no
NP402-B,NP402,B,yes: (POSR)  pers.pos.pref-POSSD
NP402-C,NP402,C,yes: (POSR)  POSSD-pers.pos.suf/clitic
NP402-D,NP402,D,yes: (POSR)  pers.pos.pref-POSSD-possessed
NP402-E,NP402,E,yes: (POSR) pers.pos.pref-rlt-POSSD
NP402-F,NP402,F,yes: (POSR) POSSD-possessed
NP402-G,NP402,G,yes: (POSR) rlt-POSSD
NP402-H,NP402,H,yes: (POSR)  linker-POSSD-possessed
NP402-I,NP402,I,yes: pers.pos.pref-classifier POSSD
NP403-NK,NP403,?,Not known
NP403-A,NP403,A,no
NP403-B,NP403,B,yes: possessive.pronoun POSSD
NP403-C,NP403,C,yes: personal.pronoun-pos.marker POSSD
NP403-D,NP403,D,yes: personal.pronoun-agr/w/posd POSSD
NP404-NK,NP404,?,Not known
NP404-A,NP404,A,no
NP404-B,NP404,B,yes: (POSR) pers.pos.pref-POSSD
NP404-C,NP404,C,yes: (POSR) POSSD-pers.pos.suf/clitic
NP404-D,NP404,D,yes: (POSR) pers.pos.pref-POSSD-possessed
NP404-E,NP404,E,yes: (POSR) pers.pos.pref-rlt-POSSD
NP404-F,NP404,F,yes: (POSR) POSSD-possessed
NP404-G,NP404,G,yes: pers.pos.pref-classifier POSSD
NP405-0,NP405,0,no
NP405-1,NP405,1,yes
NP405-NK,NP405,?,Not known
NP406-0,NP406,0,no
NP406-1,NP406,1,yes
NP406-NK,NP406,?,Not known
NP406-NA,NP406,N/A,not applicable
NP407-0,NP407,0,no
NP407-1,NP407,1,yes
NP407-NK,NP407,?,Not known
NP408-0,NP408,0,no
NP408-1,NP408,1,yes
NP408-NK,NP408,?,Not known
NP409-NK,NP409,?,Not known
NP409-A,NP409,A,no
NP409-B,NP409,B,"yes, subject markers"
NP409-C,NP409,C,"yes, object markers"
NP409-D,NP409,D,split system
NP5-0,NP5,0,no
NP5-1,NP5,1,yes
NP5-NK,NP5,?,Not known
NP501-NK,NP501,?,Not known
NP501-A,NP501,A,no
NP501-B,NP501,B,"yes, but less than 10"
NP501-C,NP501,C,"yes, more than 10"
NP502-NK,NP502,?,Not known
NP502-A,NP502,A,adjectives
NP502-B,NP502,B,verbs
NP502-C,NP502,C,nouns
NP502-D,NP502,D,adverbs
NP502-E,NP502,E,postposition
NP503-NK,NP503,?,Not known
NP503-A,NP503,A,adjectives
NP503-B,NP503,B,verbs
NP503-C,NP503,C,nouns
NP503-D,NP503,D,adverbs
NP504-NK,NP504,?,Not known
NP504-A,NP504,A,adjectives
NP504-B,NP504,B,verbs
NP504-C,NP504,C,nouns
NP504-D,NP504,D,adverbs
NP505-NK,NP505,?,Not known
NP505-A,NP505,A,adjectives
NP505-B,NP505,B,verbs
NP505-C,NP505,C,nouns
NP505-D,NP505,D,adverbs
NP506-NK,NP506,?,Not known
NP506-A,NP506,A,adjectives
NP506-B,NP506,B,verbs
NP506-C,NP506,C,nouns
NP506-D,NP506,D,adverbs
NP507-NK,NP507,?,Not known
NP507-A,NP507,A,adjectives
NP507-B,NP507,B,verbs
NP507-C,NP507,C,nouns
NP507-D,NP507,D,adverbs
NP507-E,NP507,E,postposition
NP508-NK,NP508,?,Not known
NP508-A,NP508,A,adjectives
NP508-B,NP508,B,verbs
NP508-C,NP508,C,nouns
NP508-D,NP508,D,adverbs
NP6-0,NP6,0,no
NP6-1,NP6,1,yes
NP6-NK,NP6,?,Not known
NP610-NK,NP610,?,Not known
NP610-A,NP610,A,adjectives
NP610-B,NP610,B,verbs
NP610-C,NP610,C,nouns
NP610-D,NP610,D,some numerals are nouns and some are verbs
NP610-E,NP610,E,adverbs
NP610-F,NP610,F,not applicable
NP7-0,NP7,0,no
NP7-1,NP7,1,yes
NP7-NK,NP7,?,Not known
NP710-NK,NP710,?,Not known
NP710-A,NP710,A,no plural marking
NP710-B,NP710,B,marked by a prefix/proclitic
NP710-C,NP710,C,marked by a suffix
NP710-D,NP710,D,marked by an enclitic
NP710-E,NP710,E,marked by a free (not bound) marker
NP710-F,NP710,F,by referential elements
NP711-NK,NP711,?,Not known
NP711-A,NP711,A,obligatory only on human nouns
NP711-B,NP711,B,obligatory only on animates (i.e. humans and non-human animates)
NP711-C,NP711,C,optional on all nouns
NP711-D,NP711,D,obligatory on all nouns
NP711-NA,NP711,N/A,Not Applicable
NP720-0,NP720,0,no
NP720-1,NP720,1,yes
NP720-NK,NP720,?,Not known
NP730-0,NP730,0,no
NP730-1,NP730,1,yes
NP730-NK,NP730,?,Not known
NP740-0,NP740,0,no
NP740-1,NP740,1,yes
NP740-NK,NP740,?,Not known
NP8-NK,NP8,?,Not known
NP8-A,NP8,A,no gender distinctions
NP8-B,NP8,B,1st person only
NP8-C,NP8,C,2nd person only
NP8-D,NP8,D,3rd person only
NP8-E,NP8,E,all persons
NP8-F,NP8,F,2nd and 3rd person only
NP8-G,NP8,G,1st and 2nd person only
NP810-NK,NP810,?,Not known
NP810-A,NP810,A,none
NP810-B,NP810,B,two
NP810-C,NP810,C,three
NP820-0,NP820,0,no
NP820-1,NP820,1,yes
NP820-NK,NP820,?,Not known
NP830-0,NP830,0,no
NP830-1,NP830,1,yes
NP830-NK,NP830,?,Not known
NP831-NK,NP831,?,Not known
NP831-A,NP831,A,no
NP831-B,NP831,B,realized as prefixes
NP831-C,NP831,C,realized as suffixes
NP831-D,NP831,D,realized as circumfixes
NP831-E,NP831,E,realized as free morphemes
NP831-F,NP831,F,realization depends on numeral
NP831-NA,NP831,N/A,Not Applicable
NP832-NK,NP832,?,Not known
NP832-A,NP832,A,no
NP832-B,NP832,B,"yes, realized as prefixes"
NP832-C,NP832,C,"yes, realized as suffixes"
NP832-D,NP832,D,realized as free morphemes
NP832-E,NP832,E,"yes, realization depends on noun"
NP832-NA,NP832,N/A,Not Applicable
NP833-0,NP833,0,no
NP833-1,NP833,1,yes
NP833-NK,NP833,?,Not known
NP833-NA,NP833,N/A,Not Applicable
NP834-0,NP834,0,no
NP834-1,NP834,1,yes
NP834-NK,NP834,?,Not known
NP834-NA,NP834,N/A,Not Applicable
NP835-NK,NP835,?,Not known
NP835-A,NP835,A,no
NP835-B,NP835,B,realized as prefixes
NP835-C,NP835,C,realized as suffixes
NP835-D,NP835,D,realized as free morphemes
NP835-E,NP835,E,realization depends on (pro)noun
NP835-NA,NP835,N/A,Not Applicable
NP836-NK,NP836,?,Not known
NP836-A,NP836,A,no
NP836-B,NP836,B,realized as prefixes
NP836-C,NP836,C,realized as suffixes
NP836-D,NP836,D,realized as free morphemes
NP836-E,NP836,E,realization depends on deictic form
NP836-NA,NP836,N/A,Not Applicable
NP837-0,NP837,0,no
NP837-1,NP837,1,yes
NP837-NK,NP837,?,Not known
NP837-NA,NP837,N/A,Not Applicable
NP838-0,NP838,0,no
NP838-1,NP838,1,yes
NP838-NK,NP838,?,Not known
NP838-NA,NP838,N/A,Not Applicable
NP839-0,NP839,0,no
NP839-1,NP839,1,yes
NP839-NK,NP839,?,Not known
NP839-NA,NP839,N/A,Not Applicable
NP9-NK,NP9,?,Not known
NP9-A,NP9,A,no number distinctions
NP9-B,NP9,B,sg/pl
NP9-C,NP9,C,sg/du/pl
NP901-NK,NP901,?,Not known
NP901-A,NP901,A,no adpositions
NP901-B,NP901,B,prepositions
NP901-C,NP901,C,postpositions
NP901-D,NP901,D,both prepositions and postpositions with none being dominant
NP901-E,NP901,E,prefixes
NP901-F,NP901,F,suffixes
NP901-G,NP901,G,circumfixes
TAME1-1-NK,TAME1-1,?,unknown
TAME1-1-AFF,TAME1-1,AFF,affix
TAME1-1-AUX,TAME1-1,AUX,auxiliary
TAME1-1-CLI,TAME1-1,CLI,clitic
TAME1-1-N,TAME1-1,N,no
TAME1-1-PAR,TAME1-1,PAR,particle
TAME1-1-STEM,TAME1-1,STEM,stem change/ suppletion
TAME1-2-1-0,TAME1-2-1,0,there is no future marker
TAME1-2-1-1,TAME1-2-1,1,only one future is marked
TAME1-2-1-2,TAME1-2-1,2,"two different are marked (two markers for future, e.g. recent and remote)"
TAME1-2-1-3,TAME1-2-1,3,"three different are marked (three markers for future, e.g. recent, remote, far)"
TAME1-2-1-4,TAME1-2-1,4,etc.
TAME1-2-1-NK,TAME1-2-1,?,Not known
TAME1-2-1-NA,TAME1-2-1,N/A,Not Applicable
TAME1-2-NK,TAME1-2,?,unknown
TAME1-2-AFF,TAME1-2,AFF,affix
TAME1-2-AUX,TAME1-2,AUX,auxiliary
TAME1-2-CLI,TAME1-2,CLI,clitic
TAME1-2-N,TAME1-2,N,no
TAME1-2-PAR,TAME1-2,PAR,particle
TAME1-2-STEM,TAME1-2,STEM,stem change/ suppletion
TAME1-3-1-0,TAME1-3-1,0,there is no past marker
TAME1-3-1-1,TAME1-3-1,1,only one past is marked 
TAME1-3-1-2,TAME1-3-1,2,"two different are marked (two markers for past, e.g. recent and remote)"
TAME1-3-1-3,TAME1-3-1,3,"three different are marked (three markers for past, e.g. recent, remote, far)"
TAME1-3-1-4,TAME1-3-1,4,four different past tenses are marked
TAME1-3-1-5,TAME1-3-1,5,five different past tenses are marked
TAME1-3-1-6,TAME1-3-1,6,six different past tenses are marked
TAME1-3-1-NK,TAME1-3-1,?,Not known
TAME1-3-1-NA,TAME1-3-1,N/A,Not Applicable
TAME1-3-NK,TAME1-3,?,unknown
TAME1-3-AFF,TAME1-3,AFF,affix
TAME1-3-AUX,TAME1-3,AUX,auxiliary
TAME1-3-CLI,TAME1-3,CLI,clitic
TAME1-3-N,TAME1-3,N,no
TAME1-3-PAR,TAME1-3,PAR,particle
TAME1-3-STEM,TAME1-3,STEM,stem change/ suppletion
TAME2-1-NK,TAME2-1,?,unknown
TAME2-1-AFF,TAME2-1,AFF,affix
TAME2-1-AUX,TAME2-1,AUX,auxiliary
TAME2-1-CLI,TAME2-1,CLI,clitic
TAME2-1-N,TAME2-1,N,no
TAME2-1-PAR,TAME2-1,PAR,particle
TAME2-1-STEM,TAME2-1,STEM,stem change/ suppletion
TAME2-10-NK,TAME2-10,?,unknown
TAME2-10-AFF,TAME2-10,AFF,affix
TAME2-10-AUX,TAME2-10,AUX,auxiliary
TAME2-10-CLI,TAME2-10,CLI,clitic
TAME2-10-N,TAME2-10,N,no
TAME2-10-PAR,TAME2-10,PAR,particle
TAME2-10-STEM,TAME2-10,STEM,stem change/ suppletion
TAME2-11-NK,TAME2-11,?,unknown
TAME2-11-AFF,TAME2-11,AFF,affix
TAME2-11-AUX,TAME2-11,AUX,auxiliary
TAME2-11-CLI,TAME2-11,CLI,clitic
TAME2-11-N,TAME2-11,N,no
TAME2-11-PAR,TAME2-11,PAR,particle
TAME2-11-STEM,TAME2-11,STEM,stem change/ suppletion
TAME2-12-NK,TAME2-12,?,unknown
TAME2-12-AFF,TAME2-12,AFF,affix
TAME2-12-AUX,TAME2-12,AUX,auxiliary
TAME2-12-CLI,TAME2-12,CLI,clitic
TAME2-12-N,TAME2-12,N,no
TAME2-12-PAR,TAME2-12,PAR,particle
TAME2-12-STEM,TAME2-12,STEM,stem change/ suppletion
TAME2-13-NK,TAME2-13,?,unknown
TAME2-13-AFF,TAME2-13,AFF,affix
TAME2-13-AUX,TAME2-13,AUX,auxiliary
TAME2-13-CLI,TAME2-13,CLI,clitic
TAME2-13-N,TAME2-13,N,no
TAME2-13-PAR,TAME2-13,PAR,particle
TAME2-13-STEM,TAME2-13,STEM,stem change/ suppletion
TAME2-14-NK,TAME2-14,?,unknown
TAME2-14-AFF,TAME2-14,AFF,affix
TAME2-14-AUX,TAME2-14,AUX,auxiliary
TAME2-14-CLI,TAME2-14,CLI,clitic
TAME2-14-N,TAME2-14,N,no
TAME2-14-PAR,TAME2-14,PAR,particle
TAME2-14-STEM,TAME2-14,STEM,stem change/ suppletion
TAME2-15-NK,TAME2-15,?,unknown
TAME2-15-AFF,TAME2-15,AFF,affix
TAME2-15-AUX,TAME2-15,AUX,auxiliary
TAME2-15-CLI,TAME2-15,CLI,clitic
TAME2-15-N,TAME2-15,N,no
TAME2-15-PAR,TAME2-15,PAR,particle
TAME2-15-STEM,TAME2-15,STEM,stem change/ suppletion
TAME2-2-NK,TAME2-2,?,unknown
TAME2-2-AFF,TAME2-2,AFF,affix
TAME2-2-AUX,TAME2-2,AUX,auxiliary
TAME2-2-CLI,TAME2-2,CLI,clitic
TAME2-2-N,TAME2-2,N,no
TAME2-2-PAR,TAME2-2,PAR,particle
TAME2-2-STEM,TAME2-2,STEM,stem change/ suppletion
TAME2-3-NK,TAME2-3,?,unknown
TAME2-3-AFF,TAME2-3,AFF,affix
TAME2-3-AUX,TAME2-3,AUX,auxiliary
TAME2-3-CLI,TAME2-3,CLI,clitic
TAME2-3-N,TAME2-3,N,no
TAME2-3-PAR,TAME2-3,PAR,particle
TAME2-3-STEM,TAME2-3,STEM,stem change/ suppletion
TAME2-4-NK,TAME2-4,?,unknown
TAME2-4-AFF,TAME2-4,AFF,affix
TAME2-4-AUX,TAME2-4,AUX,auxiliary
TAME2-4-CLI,TAME2-4,CLI,clitic
TAME2-4-N,TAME2-4,N,no
TAME2-4-PAR,TAME2-4,PAR,particle
TAME2-4-STEM,TAME2-4,STEM,stem change/ suppletion
TAME2-5-NK,TAME2-5,?,unknown
TAME2-5-AFF,TAME2-5,AFF,affix
TAME2-5-AUX,TAME2-5,AUX,auxiliary
TAME2-5-CLI,TAME2-5,CLI,clitic
TAME2-5-N,TAME2-5,N,no
TAME2-5-PAR,TAME2-5,PAR,particle
TAME2-5-STEM,TAME2-5,STEM,stem change/ suppletion
TAME2-6-NK,TAME2-6,?,unknown
TAME2-6-AFF,TAME2-6,AFF,affix
TAME2-6-AUX,TAME2-6,AUX,auxiliary
TAME2-6-CLI,TAME2-6,CLI,clitic
TAME2-6-N,TAME2-6,N,no
TAME2-6-PAR,TAME2-6,PAR,particle
TAME2-6-STEM,TAME2-6,STEM,stem change/ suppletion
TAME2-7-NK,TAME2-7,?,unknown
TAME2-7-AFF,TAME2-7,AFF,affix
TAME2-7-AUX,TAME2-7,AUX,auxiliary
TAME2-7-CLI,TAME2-7,CLI,clitic
TAME2-7-N,TAME2-7,N,no
TAME2-7-PAR,TAME2-7,PAR,particle
TAME2-7-STEM,TAME2-7,STEM,stem change/ suppletion
TAME2-8-NK,TAME2-8,?,unknown
TAME2-8-AFF,TAME2-8,AFF,affix
TAME2-8-AUX,TAME2-8,AUX,auxiliary
TAME2-8-CLI,TAME2-8,CLI,clitic
TAME2-8-IMPPOL,TAME2-8,IMPPOL,imperative marker and additional marker
TAME2-8-N,TAME2-8,N,no
TAME2-8-PAR,TAME2-8,PAR,particle
TAME2-8-STEM,TAME2-8,STEM,stem change/ suppletion
TAME2-9-NK,TAME2-9,?,unknown
TAME2-9-AFF,TAME2-9,AFF,affix
TAME2-9-AUX,TAME2-9,AUX,auxiliary
TAME2-9-CLI,TAME2-9,CLI,clitic
TAME2-9-N,TAME2-9,N,no
TAME2-9-PAR,TAME2-9,PAR,particle
TAME2-9-STEM,TAME2-9,STEM,stem change/ suppletion
TAME3-1-NK,TAME3-1,?,unknown
TAME3-1-AFF,TAME3-1,AFF,affix
TAME3-1-AUX,TAME3-1,AUX,auxiliary
TAME3-1-CLI,TAME3-1,CLI,clitic
TAME3-1-N,TAME3-1,N,no
TAME3-1-PAR,TAME3-1,PAR,particle
TAME3-1-STEM,TAME3-1,STEM,stem change/ suppletion
TAME3-2-NK,TAME3-2,?,unknown
TAME3-2-AFF,TAME3-2,AFF,affix
TAME3-2-AUX,TAME3-2,AUX,auxiliary
TAME3-2-CLI,TAME3-2,CLI,clitic
TAME3-2-N,TAME3-2,N,no
TAME3-2-PAR,TAME3-2,PAR,particle
TAME3-2-REP,TAME3-2,REP,repetition of (parts of) the verb
TAME3-2-STEM,TAME3-2,STEM,stem change/ suppletion
TAME3-3-NK,TAME3-3,?,unknown
TAME3-3-AFF,TAME3-3,AFF,affix
TAME3-3-AUX,TAME3-3,AUX,auxiliary
TAME3-3-CLI,TAME3-3,CLI,clitic
TAME3-3-N,TAME3-3,N,no
TAME3-3-PAR,TAME3-3,PAR,particle
TAME3-3-REP,TAME3-3,REP,repetition of (parts of) the verb
TAME3-3-STEM,TAME3-3,STEM,stem change/ suppletion
TAME3-4-NK,TAME3-4,?,unknown
TAME3-4-AFF,TAME3-4,AFF,affix
TAME3-4-AUX,TAME3-4,AUX,auxiliary
TAME3-4-CLI,TAME3-4,CLI,clitic
TAME3-4-N,TAME3-4,N,no
TAME3-4-PAR,TAME3-4,PAR,particle
TAME3-4-REP,TAME3-4,REP,repetition of (parts of) the verb
TAME3-4-STEM,TAME3-4,STEM,stem change/ suppletion
TAME3-5-NK,TAME3-5,?,unknown
TAME3-5-AFF,TAME3-5,AFF,affix
TAME3-5-AUX,TAME3-5,AUX,auxiliary
TAME3-5-CLI,TAME3-5,CLI,clitic
TAME3-5-N,TAME3-5,N,no
TAME3-5-PAR,TAME3-5,PAR,particle
TAME3-5-REP,TAME3-5,REP,repetition of (parts of) the verb
TAME3-5-STEM,TAME3-5,STEM,stem change/ suppletion
TAME3-6-NK,TAME3-6,?,unknown
TAME3-6-AFF,TAME3-6,AFF,affix
TAME3-6-AUX,TAME3-6,AUX,auxiliary
TAME3-6-CLI,TAME3-6,CLI,clitic
TAME3-6-N,TAME3-6,N,no
TAME3-6-PAR,TAME3-6,PAR,particle
TAME3-6-REP,TAME3-6,REP,repetition of (parts of) the verb
TAME3-6-STEM,TAME3-6,STEM,stem change/ suppletion
TAME3-7-NK,TAME3-7,?,unknown
TAME3-7-AFF,TAME3-7,AFF,affix
TAME3-7-AUX,TAME3-7,AUX,auxiliary
TAME3-7-CLI,TAME3-7,CLI,clitic
TAME3-7-N,TAME3-7,N,no
TAME3-7-PAR,TAME3-7,PAR,particle
TAME3-7-REP,TAME3-7,REP,repetition of (parts of) the verb
TAME3-7-STEM,TAME3-7,STEM,stem change/ suppletion
TAME3-8-NK,TAME3-8,?,unknown
TAME3-8-AFF,TAME3-8,AFF,affix
TAME3-8-AUX,TAME3-8,AUX,auxiliary
TAME3-8-CLI,TAME3-8,CLI,clitic
TAME3-8-N,TAME3-8,N,no
TAME3-8-PAR,TAME3-8,PAR,particle
TAME3-8-REP,TAME3-8,REP,repetition of (parts of) the verb
TAME3-8-STEM,TAME3-8,STEM,stem change/ suppletion
TAME4-1-NK,TAME4-1,?,unknown
TAME4-1-AFF,TAME4-1,AFF,affix
TAME4-1-AUX,TAME4-1,AUX,auxiliary
TAME4-1-CLI,TAME4-1,CLI,clitic
TAME4-1-N,TAME4-1,N,no
TAME4-1-PAR,TAME4-1,PAR,particle
TAME4-1-STEM,TAME4-1,STEM,stem change/ suppletion
TAME4-2-NK,TAME4-2,?,unknown
TAME4-2-AFF,TAME4-2,AFF,affix
TAME4-2-AUX,TAME4-2,AUX,auxiliary
TAME4-2-CLI,TAME4-2,CLI,clitic
TAME4-2-N,TAME4-2,N,no
TAME4-2-PAR,TAME4-2,PAR,particle
TAME4-2-STEM,TAME4-2,STEM,stem change/ suppletion
TAME4-3-NK,TAME4-3,?,unknown
TAME4-3-AFF,TAME4-3,AFF,affix
TAME4-3-AUX,TAME4-3,AUX,auxiliary
TAME4-3-CLI,TAME4-3,CLI,clitic
TAME4-3-N,TAME4-3,N,no
TAME4-3-PAR,TAME4-3,PAR,particle
TAME4-3-STEM,TAME4-3,STEM,stem change/ suppletion
TAME4-4-NK,TAME4-4,?,unknown
TAME4-4-AFF,TAME4-4,AFF,affix
TAME4-4-AUX,TAME4-4,AUX,auxiliary
TAME4-4-CLI,TAME4-4,CLI,clitic
TAME4-4-N,TAME4-4,N,no
TAME4-4-PAR,TAME4-4,PAR,particle
TAME4-4-STEM,TAME4-4,STEM,stem change/ suppletion
TAME4-5-NK,TAME4-5,?,unknown
TAME4-5-AFF,TAME4-5,AFF,affix
TAME4-5-AUX,TAME4-5,AUX,auxiliary
TAME4-5-CLI,TAME4-5,CLI,clitic
TAME4-5-N,TAME4-5,N,no
TAME4-5-PAR,TAME4-5,PAR,particle
TAME4-5-STEM,TAME4-5,STEM,stem change/ suppletion
TAME4-6-NK,TAME4-6,?,unknown
TAME4-6-AFF,TAME4-6,AFF,affix
TAME4-6-AUX,TAME4-6,AUX,auxiliary
TAME4-6-CLI,TAME4-6,CLI,clitic
TAME4-6-N,TAME4-6,N,no
TAME4-6-PAR,TAME4-6,PAR,particle
TAME4-6-STEM,TAME4-6,STEM,stem change/ suppletion
TAME4-7-NK,TAME4-7,?,unknown
TAME4-7-AFF,TAME4-7,AFF,affix
TAME4-7-AUX,TAME4-7,AUX,auxiliary
TAME4-7-CLI,TAME4-7,CLI,clitic
TAME4-7-N,TAME4-7,N,no
TAME4-7-PAR,TAME4-7,PAR,particle
TAME4-7-STEM,TAME4-7,STEM,stem change/ suppletion
